work_order_number,dwr_name,technician,tech_subsidiary,job_stop_date,milestone,dummy_unit,on_site_hours,scope_of_work_performed
WO-35000577,DWR-11008391,PSG Technician 07,Pearce Services Global,2026-02-09,Permitting,Unscaled Permit,4.35,Synthetic permit preparation or submission activity.
WO-35000577,DWR-11008392,PSG Technician 14,Pearce Services Global,2026-02-09,Permitting,Quality Control - Permit,0.81,Synthetic permit preparation or submission activity.
WO-35000577,DWR-11008393,PSG Technician 20,Pearce Services Global,2026-02-12,Final Delivery,Final Delivery,1.05,Synthetic final package review and delivery.
WO-35000577,DWR-11008394,PSG Technician 14,Pearce Services Global,2026-02-12,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000577,DWR-11008395,PSG Technician 19,Pearce Services Global,2026-02-12,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000577,DWR-11008396,PSG Technician 11,Pearce Services Global,2026-02-12,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000578,DWR-11008397,PSG Technician 23,Pearce Services Global,2025-10-13,Intake,Intake,0.42,Synthetic WO and project folder created.
WO-35000578,DWR-11008398,PSG Technician 24,Pearce Services Global,2025-10-15,Pre-field,Pre-field,0.89,Synthetic scoping and site-map preparation completed.
WO-35000578,DWR-11008399,US Field Technician 09,Pearce Services,2025-10-19,Fielding,Field Travel,2.42,Synthetic travel to and from the work site.
WO-35000578,DWR-11008400,US Field Technician 09,Pearce Services,2025-10-19,Fielding,Site Visit,1.96,Synthetic site visit and local-contact coordination.
WO-35000578,DWR-11008401,US Field Technician 09,Pearce Services,2025-10-19,Fielding,Fielding,2.12,Synthetic aerial/buried field measurements captured.
WO-35000578,DWR-11008402,PSG Technician 33,Pearce Services Global,2025-10-20,Fielding,Field QC,0.53,Synthetic field package reviewed.
WO-35000578,DWR-11008403,PSG Technician 20,Pearce Services Global,2025-10-20,OCALC,Pole loading,0.52,Synthetic pole-loading extraction and submission.
WO-35000578,DWR-11008404,PSG Technician 35,Pearce Services Global,2025-10-24,Design,Design,5.0,Synthetic design production and record correction.
WO-35000578,DWR-11008405,PSG Technician 21,Pearce Services Global,2025-10-26,Design,Design QC,1.91,Synthetic design quality-control review completed.
WO-35000578,DWR-11008406,PSG Technician 17,Pearce Services Global,2025-10-26,Design,Rework - Design,3.84,Synthetic customer or QC corrections implemented.
WO-35000578,DWR-11008407,PSG Technician 13,Pearce Services Global,2025-10-30,Final Delivery,Final Delivery,1.29,Synthetic final package review and delivery.
WO-35000578,DWR-11008408,PSG Technician 06,Pearce Services Global,2025-10-30,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000578,DWR-11008409,PSG Technician 23,Pearce Services Global,2025-10-30,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000578,DWR-11008410,PSG Technician 25,Pearce Services Global,2025-10-30,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000579,DWR-11008411,PSG Technician 03,Pearce Services Global,2025-07-21,Intake,Intake,0.72,Synthetic WO and project folder created.
WO-35000579,DWR-11008412,PSG Technician 04,Pearce Services Global,2025-07-23,Pre-field,Pre-field,1.23,Synthetic scoping and site-map preparation completed.
WO-35000579,DWR-11008413,US Field Technician 16,Pearce Services,2025-07-25,Fielding,Field Travel,0.38,Synthetic travel to and from the work site.
WO-35000579,DWR-11008414,US Field Technician 16,Pearce Services,2025-07-25,Fielding,Site Visit,1.62,Synthetic site visit and local-contact coordination.
WO-35000579,DWR-11008415,US Field Technician 16,Pearce Services,2025-07-25,Fielding,Fielding,0.72,Synthetic aerial/buried field measurements captured.
WO-35000579,DWR-11008416,PSG Technician 21,Pearce Services Global,2025-07-26,Fielding,Field QC,0.53,Synthetic field package reviewed.
WO-35000579,DWR-11008417,PSG Technician 25,Pearce Services Global,2025-07-26,OCALC,Pole loading,0.69,Synthetic pole-loading extraction and submission.
WO-35000579,DWR-11008418,PSG Technician 11,Pearce Services Global,2025-07-27,Design,Design,3.35,Synthetic design production and record correction.
WO-35000579,DWR-11008419,PSG Technician 19,Pearce Services Global,2025-07-29,Design,Design QC,3.46,Synthetic design quality-control review completed.
WO-35000579,DWR-11008420,PSG Technician 05,Pearce Services Global,2025-08-01,Permitting,Permit Admin,0.22,Synthetic permit preparation or submission activity.
WO-35000579,DWR-11008421,PSG Technician 29,Pearce Services Global,2025-08-01,Permitting,Unscaled Permit,4.08,Synthetic permit preparation or submission activity.
WO-35000579,DWR-11008422,PSG Technician 13,Pearce Services Global,2025-08-01,Permitting,Quality Control - Permit,1.99,Synthetic permit preparation or submission activity.
WO-35000579,DWR-11008423,PSG Technician 29,Pearce Services Global,2025-08-02,Final Delivery,Final Delivery,1.32,Synthetic final package review and delivery.
WO-35000579,DWR-11008424,PSG Technician 06,Pearce Services Global,2025-08-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000579,DWR-11008425,PSG Technician 25,Pearce Services Global,2025-08-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000579,DWR-11008426,PSG Technician 23,Pearce Services Global,2025-08-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000580,DWR-11008427,PSG Technician 19,Pearce Services Global,2025-06-19,Intake,Intake,0.67,Synthetic WO and project folder created.
WO-35000580,DWR-11008428,PSG Technician 37,Pearce Services Global,2025-06-20,Pre-field,Pre-field,2.64,Synthetic scoping and site-map preparation completed.
WO-35000580,DWR-11008429,US Field Technician 07,Pearce Services,2025-06-21,Fielding,Field Travel,2.63,Synthetic travel to and from the work site.
WO-35000580,DWR-11008430,US Field Technician 07,Pearce Services,2025-06-21,Fielding,Site Visit,2.3,Synthetic site visit and local-contact coordination.
WO-35000580,DWR-11008431,US Field Technician 07,Pearce Services,2025-06-21,Fielding,Fielding,1.42,Synthetic aerial/buried field measurements captured.
WO-35000580,DWR-11008432,PSG Technician 05,Pearce Services Global,2025-06-24,Fielding,Field QC,0.41,Synthetic field package reviewed.
WO-35000580,DWR-11008433,PSG Technician 33,Pearce Services Global,2025-06-24,OCALC,Pole loading,0.91,Synthetic pole-loading extraction and submission.
WO-35000580,DWR-11008434,PSG Technician 17,Pearce Services Global,2025-06-25,Design,Design,5.43,Synthetic design production and record correction.
WO-35000580,DWR-11008435,PSG Technician 13,Pearce Services Global,2025-06-27,Design,Design,5.18,Synthetic design production and record correction.
WO-35000580,DWR-11008436,PSG Technician 33,Pearce Services Global,2025-06-28,Design,Design,3.17,Synthetic design production and record correction.
WO-35000580,DWR-11008437,PSG Technician 22,Pearce Services Global,2025-06-28,Design,Design QC,1.79,Synthetic design quality-control review completed.
WO-35000580,DWR-11008438,PSG Technician 25,Pearce Services Global,2025-06-28,Design,Rework - Design,6.24,Synthetic customer or QC corrections implemented.
WO-35000580,DWR-11008439,PSG Technician 16,Pearce Services Global,2025-06-29,Permitting,Permit Admin,2.26,Synthetic permit preparation or submission activity.
WO-35000580,DWR-11008440,PSG Technician 15,Pearce Services Global,2025-06-29,Permitting,Unscaled Permit,3.67,Synthetic permit preparation or submission activity.
WO-35000580,DWR-11008441,PSG Technician 26,Pearce Services Global,2025-06-29,Permitting,Quality Control - Permit,0.68,Synthetic permit preparation or submission activity.
WO-35000580,DWR-11008442,PSG Technician 35,Pearce Services Global,2025-07-02,Final Delivery,Final Delivery,1.22,Synthetic final package review and delivery.
WO-35000580,DWR-11008443,PSG Technician 28,Pearce Services Global,2025-07-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000580,DWR-11008444,PSG Technician 34,Pearce Services Global,2025-07-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000580,DWR-11008445,PSG Technician 14,Pearce Services Global,2025-07-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000581,DWR-11008446,PSG Technician 03,Pearce Services Global,2025-06-19,Intake,Intake,0.44,Synthetic WO and project folder created.
WO-35000581,DWR-11008447,PSG Technician 14,Pearce Services Global,2025-06-21,Pre-field,Pre-field,2.19,Synthetic scoping and site-map preparation completed.
WO-35000581,DWR-11008448,US Field Technician 06,Pearce Services,2025-06-24,Fielding,Field Travel,2.92,Synthetic travel to and from the work site.
WO-35000581,DWR-11008449,US Field Technician 06,Pearce Services,2025-06-24,Fielding,Site Visit,0.78,Synthetic site visit and local-contact coordination.
WO-35000581,DWR-11008450,US Field Technician 06,Pearce Services,2025-06-24,Fielding,Fielding,2.88,Synthetic aerial/buried field measurements captured.
WO-35000581,DWR-11008451,PSG Technician 40,Pearce Services Global,2025-06-28,Fielding,Field QC,0.23,Synthetic field package reviewed.
WO-35000581,DWR-11008452,PSG Technician 22,Pearce Services Global,2025-06-28,OCALC,Pole loading,1.16,Synthetic pole-loading extraction and submission.
WO-35000581,DWR-11008453,PSG Technician 17,Pearce Services Global,2025-07-01,Design,Design,5.76,Synthetic design production and record correction.
WO-35000581,DWR-11008454,PSG Technician 39,Pearce Services Global,2025-07-01,Design,Design QC,1.44,Synthetic design quality-control review completed.
WO-35000581,DWR-11008455,PSG Technician 17,Pearce Services Global,2025-07-02,Final Delivery,Final Delivery,0.55,Synthetic final package review and delivery.
WO-35000581,DWR-11008456,PSG Technician 40,Pearce Services Global,2025-07-02,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000582,DWR-11008457,PSG Technician 02,Pearce Services Global,2025-09-24,Intake,Intake,0.5,Synthetic WO and project folder created.
WO-35000582,DWR-11008458,PSG Technician 23,Pearce Services Global,2025-09-24,Pre-field,Pre-field,1.36,Synthetic scoping and site-map preparation completed.
WO-35000582,DWR-11008459,US Field Technician 18,Pearce Services,2025-10-01,Fielding,Field Travel,3.94,Synthetic travel to and from the work site.
WO-35000582,DWR-11008460,US Field Technician 18,Pearce Services,2025-10-01,Fielding,Site Visit,1.81,Synthetic site visit and local-contact coordination.
WO-35000582,DWR-11008461,US Field Technician 18,Pearce Services,2025-10-01,Fielding,Fielding,1.97,Synthetic aerial/buried field measurements captured.
WO-35000582,DWR-11008462,PSG Technician 01,Pearce Services Global,2025-10-02,Fielding,Field QC,0.29,Synthetic field package reviewed.
WO-35000582,DWR-11008463,PSG Technician 14,Pearce Services Global,2025-10-06,Design,Design,5.39,Synthetic design production and record correction.
WO-35000582,DWR-11008464,PSG Technician 12,Pearce Services Global,2025-10-08,Design,Design,2.13,Synthetic design production and record correction.
WO-35000582,DWR-11008465,PSG Technician 34,Pearce Services Global,2025-10-10,Design,Design,2.62,Synthetic design production and record correction.
WO-35000582,DWR-11008466,PSG Technician 30,Pearce Services Global,2025-10-11,Design,Design QC,2.02,Synthetic design quality-control review completed.
WO-35000582,DWR-11008467,PSG Technician 24,Pearce Services Global,2025-10-13,Permitting,Permit Admin,1.75,Synthetic permit preparation or submission activity.
WO-35000582,DWR-11008468,PSG Technician 15,Pearce Services Global,2025-10-13,Permitting,Unscaled Permit,2.81,Synthetic permit preparation or submission activity.
WO-35000582,DWR-11008469,PSG Technician 23,Pearce Services Global,2025-10-13,Permitting,Quality Control - Permit,0.51,Synthetic permit preparation or submission activity.
WO-35000582,DWR-11008470,PSG Technician 32,Pearce Services Global,2025-10-17,Final Delivery,Final Delivery,0.58,Synthetic final package review and delivery.
WO-35000582,DWR-11008471,PSG Technician 02,Pearce Services Global,2025-10-17,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000582,DWR-11008472,PSG Technician 26,Pearce Services Global,2025-10-17,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000582,DWR-11008473,PSG Technician 06,Pearce Services Global,2025-10-17,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000583,DWR-11008474,PSG Technician 27,Pearce Services Global,2026-01-14,Intake,Intake,0.55,Synthetic WO and project folder created.
WO-35000583,DWR-11008475,PSG Technician 31,Pearce Services Global,2026-01-14,Pre-field,Pre-field,0.88,Synthetic scoping and site-map preparation completed.
WO-35000583,DWR-11008476,US Field Technician 15,Pearce Services,2026-01-19,Fielding,Field Travel,1.48,Synthetic travel to and from the work site.
WO-35000583,DWR-11008477,US Field Technician 15,Pearce Services,2026-01-19,Fielding,Site Visit,1.66,Synthetic site visit and local-contact coordination.
WO-35000583,DWR-11008478,US Field Technician 15,Pearce Services,2026-01-19,Fielding,Fielding,2.76,Synthetic aerial/buried field measurements captured.
WO-35000583,DWR-11008479,PSG Technician 25,Pearce Services Global,2026-01-20,Fielding,Field QC,0.73,Synthetic field package reviewed.
WO-35000583,DWR-11008480,PSG Technician 16,Pearce Services Global,2026-01-20,OCALC,Pole loading,1.51,Synthetic pole-loading extraction and submission.
WO-35000583,DWR-11008481,PSG Technician 09,Pearce Services Global,2026-01-21,Design,Design,7.12,Synthetic design production and record correction.
WO-35000583,DWR-11008482,PSG Technician 28,Pearce Services Global,2026-01-21,Design,Design,5.91,Synthetic design production and record correction.
WO-35000583,DWR-11008483,PSG Technician 22,Pearce Services Global,2026-01-23,Design,Design QC,2.27,Synthetic design quality-control review completed.
WO-35000583,DWR-11008484,PSG Technician 08,Pearce Services Global,2026-01-24,Final Delivery,Final Delivery,0.65,Synthetic final package review and delivery.
WO-35000583,DWR-11008485,PSG Technician 04,Pearce Services Global,2026-01-24,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000584,DWR-11008486,PSG Technician 08,Pearce Services Global,2026-05-19,Intake,Intake,0.43,Synthetic WO and project folder created.
WO-35000584,DWR-11008487,PSG Technician 18,Pearce Services Global,2026-05-20,Pre-field,Pre-field,3.05,Synthetic scoping and site-map preparation completed.
WO-35000584,DWR-11008488,US Field Technician 07,Pearce Services,2026-05-21,Fielding,Field Travel,0.96,Synthetic travel to and from the work site.
WO-35000584,DWR-11008489,US Field Technician 07,Pearce Services,2026-05-21,Fielding,Site Visit,2.24,Synthetic site visit and local-contact coordination.
WO-35000584,DWR-11008490,US Field Technician 07,Pearce Services,2026-05-21,Fielding,Fielding,1.73,Synthetic aerial/buried field measurements captured.
